LEA.TYPE,COUNTY,REGION,TOTAL.HOMELESS,YEAR
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,267,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,6,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,9,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,47,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,30,2015
SPECIAL ACT,WESTCHESTER,Hudson Valley,0,2015
SPECIAL ACT,WESTCHESTER,Hudson Valley,0,2015
SPECIAL ACT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,99,2015
SPECIAL ACT,WESTCHESTER,Hudson Valley,0,2015
SPECIAL ACT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,9,2015
SPECIAL ACT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,888,2015
CHARTER SCHOOL,WESTCHESTER,Hudson Valley,8,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,18,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,116,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,72,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,380,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,6,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,7,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,146,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,198,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,343,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,14,2015
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2015
SCHOOL DISTRICT,WYOMING,Finger Lakes,9,2015
SCHOOL DISTRICT,WYOMING,Finger Lakes,15,2015
SCHOOL DISTRICT,WYOMING,Finger Lakes,15,2015
SCHOOL DISTRICT,YATES,Finger Lakes,38,2015
SCHOOL DISTRICT,YATES,Finger Lakes,19,2015
NYC,NEW YORK,New York City,1454,2015
CHARTER SCHOOL,NEW YORK,New York City,72,2015
CHARTER SCHOOL,NEW YORK,New York City,46,2015
CHARTER SCHOOL,NEW YORK,New York City,32,2015
NYC,NEW YORK,New York City,4317,2015
CHARTER SCHOOL,NEW YORK,New York City,35,2015
CHARTER SCHOOL,NEW YORK,New York City,40,2015
CHARTER SCHOOL,NEW YORK,New York City,17,2015
CHARTER SCHOOL,NEW YORK,New York City,28,2015
NYC,NEW YORK,New York City,1885,2015
CHARTER SCHOOL,NEW YORK,New York City,43,2015
CHARTER SCHOOL,NEW YORK,New York City,35,2015
CHARTER SCHOOL,NEW YORK,New York City,49,2015
CHARTER SCHOOL,NEW YORK,New York City,61,2015
CHARTER SCHOOL,NEW YORK,New York City,59,2015
CHARTER SCHOOL,NEW YORK,New York City,50,2015
CHARTER SCHOOL,NEW YORK,New York City,29,2015
CHARTER SCHOOL,NEW YORK,New York City,23,2015
CHARTER SCHOOL,NEW YORK,New York City,30,2015
NYC,NEW YORK,New York City,2167,2015
CHARTER SCHOOL,NEW YORK,New York City,30,2015
CHARTER SCHOOL,NEW YORK,New York City,28,2015
CHARTER SCHOOL,NEW YORK,New York City,60,2015
CHARTER SCHOOL,NEW YORK,New York City,87,2015
CHARTER SCHOOL,NEW YORK,New York City,40,2015
CHARTER SCHOOL,NEW YORK,New York City,60,2015
CHARTER SCHOOL,NEW YORK,New York City,39,2015
CHARTER SCHOOL,NEW YORK,New York City,40,2015
CHARTER SCHOOL,NEW YORK,New York City,37,2015
NYC,NEW YORK,New York City,2441,2015
CHARTER SCHOOL,NEW YORK,New York City,72,2015
CHARTER SCHOOL,NEW YORK,New York City,40,2015
CHARTER SCHOOL,NEW YORK,New York City,112,2015
CHARTER SCHOOL,NEW YORK,New York City,96,2015
CHARTER SCHOOL,NEW YORK,New York City,86,2015
CHARTER SCHOOL,NEW YORK,New York City,35,2015
CHARTER SCHOOL,NEW YORK,New York City,58,2015
CHARTER SCHOOL,NEW YORK,New York City,29,2015
CHARTER SCHOOL,NEW YORK,New York City,40,2015
CHARTER SCHOOL,NEW YORK,New York City,74,2015
CHARTER SCHOOL,NEW YORK,New York City,25,2015
CHARTER SCHOOL,NEW YORK,New York City,50,2015
CHARTER SCHOOL,NEW YORK,New York City,41,2015
NYC,NEW YORK,New York City,3956,2015
CHARTER SCHOOL,NEW YORK,New York City,62,2015
CHARTER SCHOOL,NEW YORK,New York City,18,2015
CHARTER SCHOOL,NEW YORK,New York City,56,2015
CHARTER SCHOOL,NEW YORK,New York City,91,2015
CHARTER SCHOOL,NEW YORK,New York City,31,2015
NYC,BRONX,New York City,3703,2015
CHARTER SCHOOL,BRONX,New York City,23,2015
CHARTER SCHOOL,BRONX,New York City,72,2015
CHARTER SCHOOL,BRONX,New York City,38,2015
CHARTER SCHOOL,BRONX,New York City,67,2015
CHARTER SCHOOL,BRONX,New York City,37,2015
CHARTER SCHOOL,BRONX,New York City,20,2015
CHARTER SCHOOL,BRONX,New York City,59,2015
CHARTER SCHOOL,BRONX,New York City,17,2015
CHARTER SCHOOL,BRONX,New York City,41,2015
CHARTER SCHOOL,BRONX,New York City,33,2015
CHARTER SCHOOL,BRONX,New York City,35,2015
CHARTER SCHOOL,BRONX,New York City,38,2015
CHARTER SCHOOL,BRONX,New York City,19,2015
CHARTER SCHOOL,BRONX,New York City,33,2015
CHARTER SCHOOL,BRONX,New York City,17,2015
CHARTER SCHOOL,BRONX,New York City,18,2015
CHARTER SCHOOL,BRONX,New York City,9,2015
CHARTER SCHOOL,BRONX,New York City,24,2015
CHARTER SCHOOL,BRONX,New York City,12,2015
NYC,BRONX,New York City,4577,2015
CHARTER SCHOOL,BRONX,New York City,37,2015
CHARTER SCHOOL,BRONX,New York City,32,2015
CHARTER SCHOOL,BRONX,New York City,68,2015
CHARTER SCHOOL,BRONX,New York City,62,2015
CHARTER SCHOOL,BRONX,New York City,19,2015
CHARTER SCHOOL,BRONX,New York City,27,2015
CHARTER SCHOOL,BRONX,New York City,8,2015
CHARTER SCHOOL,BRONX,New York City,41,2015
CHARTER SCHOOL,BRONX,New York City,22,2015
NYC,BRONX,New York City,8438,2015
CHARTER SCHOOL,BRONX,New York City,32,2015
CHARTER SCHOOL,BRONX,New York City,47,2015
CHARTER SCHOOL,BRONX,New York City,18,2015
CHARTER SCHOOL,BRONX,New York City,33,2015
CHARTER SCHOOL,BRONX,New York City,49,2015
CHARTER SCHOOL,BRONX,New York City,19,2015
CHARTER SCHOOL,BRONX,New York City,37,2015
CHARTER SCHOOL,BRONX,New York City,27,2015
CHARTER SCHOOL,BRONX,New York City,26,2015
CHARTER SCHOOL,BRONX,New York City,16,2015
NYC,BRONX,New York City,10538,2015
CHARTER SCHOOL,BRONX,New York City,35,2015
CHARTER SCHOOL,BRONX,New York City,11,2015
CHARTER SCHOOL,BRONX,New York City,25,2015
CHARTER SCHOOL,BRONX,New York City,32,2015
CHARTER SCHOOL,BRONX,New York City,24,2015
CHARTER SCHOOL,BRONX,New York City,28,2015
CHARTER SCHOOL,BRONX,New York City,19,2015
NYC,BRONX,New York City,4813,2015
CHARTER SCHOOL,BRONX,New York City,9,2015
CHARTER SCHOOL,BRONX,New York City,13,2015
CHARTER SCHOOL,BRONX,New York City,21,2015
CHARTER SCHOOL,BRONX,New York City,11,2015
CHARTER SCHOOL,BRONX,New York City,9,2015
CHARTER SCHOOL,BRONX,New York City,27,2015
CHARTER SCHOOL,BRONX,New York City,5,2015
NYC,BRONX,New York City,4783,2015
CHARTER SCHOOL,BRONX,New York City,24,2015
CHARTER SCHOOL,BRONX,New York City,16,2015
CHARTER SCHOOL,BRONX,New York City,37,2015
CHARTER SCHOOL,BRONX,New York City,36,2015
CHARTER SCHOOL,BRONX,New York City,36,2015
NYC,KINGS,New York City,1593,2015
CHARTER SCHOOL,KINGS,New York City,30,2015
CHARTER SCHOOL,KINGS,New York City,42,2015
CHARTER SCHOOL,KINGS,New York City,57,2015
CHARTER SCHOOL,KINGS,New York City,15,2015
CHARTER SCHOOL,KINGS,New York City,30,2015
CHARTER SCHOOL,KINGS,New York City,19,2015
CHARTER SCHOOL,KINGS,New York City,20,2015
CHARTER SCHOOL,KINGS,New York City,19,2015
CHARTER SCHOOL,KINGS,New York City,8,2015
CHARTER SCHOOL,KINGS,New York City,5,2015
NYC,KINGS,New York City,1669,2015
CHARTER SCHOOL,KINGS,New York City,26,2015
CHARTER SCHOOL,KINGS,New York City,24,2015
CHARTER SCHOOL,KINGS,New York City,49,2015
CHARTER SCHOOL,KINGS,New York City,23,2015
CHARTER SCHOOL,KINGS,New York City,10,2015
CHARTER SCHOOL,KINGS,New York City,52,2015
CHARTER SCHOOL,KINGS,New York City,17,2015
CHARTER SCHOOL,KINGS,New York City,37,2015
CHARTER SCHOOL,KINGS,New York City,23,2015
CHARTER SCHOOL,KINGS,New York City,31,2015
NYC,KINGS,New York City,1638,2015
CHARTER SCHOOL,KINGS,New York City,26,2015
CHARTER SCHOOL,KINGS,New York City,34,2015
CHARTER SCHOOL,KINGS,New York City,20,2015
CHARTER SCHOOL,KINGS,New York City,24,2015
CHARTER SCHOOL,KINGS,New York City,12,2015
CHARTER SCHOOL,KINGS,New York City,23,2015
CHARTER SCHOOL,KINGS,New York City,23,2015
NYC,KINGS,New York City,1383,2015
CHARTER SCHOOL,KINGS,New York City,40,2015
CHARTER SCHOOL,KINGS,New York City,52,2015
CHARTER SCHOOL,KINGS,New York City,19,2015
CHARTER SCHOOL,KINGS,New York City,28,2015
CHARTER SCHOOL,KINGS,New York City,50,2015
CHARTER SCHOOL,KINGS,New York City,66,2015
CHARTER SCHOOL,KINGS,New York City,39,2015
CHARTER SCHOOL,KINGS,New York City,27,2015
NYC,KINGS,New York City,3370,2015
CHARTER SCHOOL,KINGS,New York City,25,2015
CHARTER SCHOOL,KINGS,New York City,41,2015
CHARTER SCHOOL,KINGS,New York City,74,2015
CHARTER SCHOOL,KINGS,New York City,31,2015
CHARTER SCHOOL,KINGS,New York City,24,2015
CHARTER SCHOOL,KINGS,New York City,46,2015
CHARTER SCHOOL,KINGS,New York City,26,2015
CHARTER SCHOOL,KINGS,New York City,24,2015
CHARTER SCHOOL,KINGS,New York City,18,2015
CHARTER SCHOOL,KINGS,New York City,22,2015
NYC,KINGS,New York City,1600,2015
CHARTER SCHOOL,KINGS,New York City,19,2015
CHARTER SCHOOL,KINGS,New York City,14,2015
CHARTER SCHOOL,KINGS,New York City,38,2015
CHARTER SCHOOL,KINGS,New York City,17,2015
CHARTER SCHOOL,KINGS,New York City,11,2015
CHARTER SCHOOL,KINGS,New York City,15,2015
CHARTER SCHOOL,KINGS,New York City,25,2015
NYC,KINGS,New York City,3780,2015
CHARTER SCHOOL,KINGS,New York City,35,2015
CHARTER SCHOOL,KINGS,New York City,20,2015
CHARTER SCHOOL,KINGS,New York City,28,2015
CHARTER SCHOOL,KINGS,New York City,26,2015
CHARTER SCHOOL,KINGS,New York City,42,2015
CHARTER SCHOOL,KINGS,New York City,17,2015
CHARTER SCHOOL,KINGS,New York City,21,2015
CHARTER SCHOOL,KINGS,New York City,23,2015
CHARTER SCHOOL,KINGS,New York City,24,2015
NYC,KINGS,New York City,2976,2015
NYC,KINGS,New York City,2041,2015
CHARTER SCHOOL,KINGS,New York City,20,2015
CHARTER SCHOOL,KINGS,New York City,8,2015
NYC,KINGS,New York City,2634,2015
CHARTER SCHOOL,KINGS,New York City,14,2015
CHARTER SCHOOL,KINGS,New York City,33,2015
CHARTER SCHOOL,KINGS,New York City,20,2015
CHARTER SCHOOL,KINGS,New York City,14,2015
CHARTER SCHOOL,KINGS,New York City,9,2015
NYC,KINGS,New York City,1969,2015
CHARTER SCHOOL,KINGS,New York City,40,2015
CHARTER SCHOOL,KINGS,New York City,23,2015
CHARTER SCHOOL,KINGS,New York City,28,2015
CHARTER SCHOOL,KINGS,New York City,47,2015
CHARTER SCHOOL,KINGS,New York City,39,2015
CHARTER SCHOOL,KINGS,New York City,33,2015
CHARTER SCHOOL,KINGS,New York City,27,2015
CHARTER SCHOOL,KINGS,New York City,22,2015
NYC,KINGS,New York City,1759,2015
CHARTER SCHOOL,KINGS,New York City,35,2015
CHARTER SCHOOL,KINGS,New York City,44,2015
CHARTER SCHOOL,KINGS,New York City,14,2015
CHARTER SCHOOL,KINGS,New York City,20,2015
NYC,QUEENS,New York City,3709,2015
CHARTER SCHOOL,QUEENS,New York City,9,2015
NYC,QUEENS,New York City,1713,2015
NYC,QUEENS,New York City,819,2015
NYC,QUEENS,New York City,2870,2015
CHARTER SCHOOL,QUEENS,New York City,16,2015
CHARTER SCHOOL,QUEENS,New York City,20,2015
CHARTER SCHOOL,QUEENS,New York City,6,2015
NYC,QUEENS,New York City,2354,2015
CHARTER SCHOOL,QUEENS,New York City,9,2015
NYC,QUEENS,New York City,2545,2015
CHARTER SCHOOL,QUEENS,New York City,16,2015
CHARTER SCHOOL,QUEENS,New York City,21,2015
CHARTER SCHOOL,QUEENS,New York City,11,2015
CHARTER SCHOOL,QUEENS,New York City,11,2015
NYC,QUEENS,New York City,2842,2015
CHARTER SCHOOL,QUEENS,New York City,24,2015
CHARTER SCHOOL,QUEENS,New York City,34,2015
CHARTER SCHOOL,QUEENS,New York City,25,2015
CHARTER SCHOOL,QUEENS,New York City,20,2015
NYC,RICHMOND,New York City,2860,2015
CHARTER SCHOOL,RICHMOND,New York City,19,2015
CHARTER SCHOOL,RICHMOND,New York City,19,2015
SCHOOL DISTRICT,ALBANY,Capital,464,2016
CHARTER SCHOOL,ALBANY,Capital,22,2016
CHARTER SCHOOL,ALBANY,Capital,37,2016
CHARTER SCHOOL,ALBANY,Capital,0,2016
CHARTER SCHOOL,ALBANY,Capital,12,2016
CHARTER SCHOOL,ALBANY,Capital,11,2016
CHARTER SCHOOL,ALBANY,Capital,51,2016
SCHOOL DISTRICT,ALBANY,Capital,13,2016
SCHOOL DISTRICT,ALBANY,Capital,20,2016
SCHOOL DISTRICT,ALBANY,Capital,71,2016
SCHOOL DISTRICT,ALBANY,Capital,128,2016
SCHOOL DISTRICT,ALBANY,Capital,27,2016
SCHOOL DISTRICT,ALBANY,Capital,79,2016
SCHOOL DISTRICT,ALBANY,Capital,8,2016
SCHOOL DISTRICT,ALBANY,Capital,35,2016
SCHOOL DISTRICT,ALLEGANY,Western,7,2016
SCHOOL DISTRICT,ALLEGANY,Western,8,2016
SCHOOL DISTRICT,ALLEGANY,Western,0,2016
SCHOOL DISTRICT,ALLEGANY,Western,0,2016
SCHOOL DISTRICT,ALLEGANY,Western,10,2016
SCHOOL DISTRICT,ALLEGANY,Western,9,2016
SCHOOL DISTRICT,ALLEGANY,Western,5,2016
SCHOOL DISTRICT,ALLEGANY,Western,9,2016
SCHOOL DISTRICT,ALLEGANY,Western,27,2016
SCHOOL DISTRICT,BROOME,Southern Tier,19,2016
SCHOOL DISTRICT,BROOME,Southern Tier,185,2016
SCHOOL DISTRICT,BROOME,Southern Tier,11,2016
SCHOOL DISTRICT,BROOME,Southern Tier,35,2016
SCHOOL DISTRICT,BROOME,Southern Tier,34,2016
SCHOOL DISTRICT,BROOME,Southern Tier,25,2016
SCHOOL DISTRICT,BROOME,Southern Tier,10,2016
SCHOOL DISTRICT,BROOME,Southern Tier,37,2016
SCHOOL DISTRICT,BROOME,Southern Tier,159,2016
SCHOOL DISTRICT,BROOME,Southern Tier,71,2016
SCHOOL DISTRICT,BROOME,Southern Tier,14,2016
SCHOOL DISTRICT,BROOME,Southern Tier,58,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,12,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,58,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,11,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,8,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,30,2016
SCHOOL DISTRICT,CATTARAUGUS,Western,20,2016
SCHOOL DISTRICT,CAYUGA,Central,158,2016
SCHOOL DISTRICT,CAYUGA,Central,5,2016
SCHOOL DISTRICT,CAYUGA,Central,14,2016
SCHOOL DISTRICT,CAYUGA,Central,7,2016
SCHOOL DISTRICT,CAYUGA,Central,16,2016
SCHOOL DISTRICT,CAYUGA,Central,0,2016
SCHOOL DISTRICT,CAYUGA,Central,10,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,8,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,7,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,9,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,8,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,53,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,35,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,14,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,5,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,87,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,6,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,9,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2016
SCHOOL DISTRICT,CHAUTAUQUA,Western,5,2016
SCHOOL DISTRICT,CHEMUNG,Southern Tier,57,2016
CHARTER SCHOOL,CHEMUNG,Southern Tier,0,2016
SCHOOL DISTRICT,CHEMUNG,Southern Tier,37,2016
SCHOOL DISTRICT,CHEMUNG,Southern Tier,6,2016
SCHOOL DISTRICT,CHENANGO,Southern Tier,18,2016
SCHOOL DISTRICT,CHENANGO,Southern Tier,5,2016
SCHOOL DISTRICT,CHENANGO,Southern Tier,9,2016
SCHOOL DISTRICT,CHENANGO,Southern Tier,57,2016
SCHOOL DISTRICT,CHENANGO,Southern Tier,18,2016
SCHOOL DISTRICT,CHENANGO,Southern Tier,12,2016
SCHOOL DISTRICT,CLINTON,North Country,33,2016
SCHOOL DISTRICT,CLINTON,North Country,44,2016
SCHOOL DISTRICT,CLINTON,North Country,38,2016
SCHOOL DISTRICT,CLINTON,North Country,20,2016
SCHOOL DISTRICT,CLINTON,North Country,9,2016
SCHOOL DISTRICT,CLINTON,North Country,66,2016
SCHOOL DISTRICT,COLUMBIA,Capital,0,2016
SCHOOL DISTRICT,COLUMBIA,Capital,21,2016
SCHOOL DISTRICT,COLUMBIA,Capital,22,2016
SCHOOL DISTRICT,COLUMBIA,Capital,138,2016
SCHOOL DISTRICT,COLUMBIA,Capital,10,2016
SCHOOL DISTRICT,CORTLAND,Central,37,2016
SCHOOL DISTRICT,CORTLAND,Central,49,2016
SCHOOL DISTRICT,CORTLAND,Central,12,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,6,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,41,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,10,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2016
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,73,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,109,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,17,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,6,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,325,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,97,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,0,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,9,2016
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,199,2016
SCHOOL DISTRICT,ERIE,Western,18,2016
SCHOOL DISTRICT,ERIE,Western,13,2016
SCHOOL DISTRICT,ERIE,Western,55,2016
SCHOOL DISTRICT,ERIE,Western,0,2016
SCHOOL DISTRICT,ERIE,Western,1687,2016
CHARTER SCHOOL,ERIE,Western,5,2016
CHARTER SCHOOL,ERIE,Western,7,2016
CHARTER SCHOOL,ERIE,Western,15,2016
CHARTER SCHOOL,ERIE,Western,18,2016
CHARTER SCHOOL,ERIE,Western,0,2016
CHARTER SCHOOL,ERIE,Western,10,2016
CHARTER SCHOOL,ERIE,Western,0,2016
CHARTER SCHOOL,ERIE,Western,5,2016
CHARTER SCHOOL,ERIE,Western,0,2016
CHARTER SCHOOL,ERIE,Western,0,2016
CHARTER SCHOOL,ERIE,Western,10,2016
CHARTER SCHOOL,ERIE,Western,0,2016
SCHOOL DISTRICT,ERIE,Western,54,2016
SCHOOL DISTRICT,ERIE,Western,22,2016
SCHOOL DISTRICT,ERIE,Western,19,2016
SCHOOL DISTRICT,ERIE,Western,18,2016
SCHOOL DISTRICT,ERIE,Western,22,2016
SCHOOL DISTRICT,ERIE,Western,6,2016
SCHOOL DISTRICT,ERIE,Western,10,2016
SCHOOL DISTRICT,ERIE,Western,9,2016
SCHOOL DISTRICT,ERIE,Western,6,2016
SCHOOL DISTRICT,ERIE,Western,28,2016
SCHOOL DISTRICT,ERIE,Western,15,2016
SCHOOL DISTRICT,ERIE,Western,6,2016
SCHOOL DISTRICT,ERIE,Western,34,2016
SCHOOL DISTRICT,ERIE,Western,32,2016
CHARTER SCHOOL,ERIE,Western,12,2016
SCHOOL DISTRICT,ERIE,Western,8,2016
SCHOOL DISTRICT,ERIE,Western,0,2016
SCHOOL DISTRICT,ERIE,Western,0,2016
SCHOOL DISTRICT,ERIE,Western,8,2016
SCHOOL DISTRICT,ERIE,Western,26,2016
SCHOOL DISTRICT,ERIE,Western,135,2016
CHARTER SCHOOL,ERIE,Western,29,2016
SCHOOL DISTRICT,ERIE,Western,52,2016
SCHOOL DISTRICT,ESSEX,North Country,0,2016
SCHOOL DISTRICT,ESSEX,North Country,0,2016
SCHOOL DISTRICT,ESSEX,North Country,7,2016
SCHOOL DISTRICT,ESSEX,North Country,0,2016
SCHOOL DISTRICT,ESSEX,North Country,0,2016
SCHOOL DISTRICT,FRANKLIN,North Country,0,2016
SCHOOL DISTRICT,FRANKLIN,North Country,0,2016
SCHOOL DISTRICT,FRANKLIN,North Country,30,2016
SCHOOL DISTRICT,FRANKLIN,North Country,91,2016
SCHOOL DISTRICT,FRANKLIN,North Country,30,2016
SCHOOL DISTRICT,FULTON,Mohawk,0,2016
SCHOOL DISTRICT,FULTON,Mohawk,47,2016
SCHOOL DISTRICT,FULTON,Mohawk,32,2016
SCHOOL DISTRICT,FULTON,Mohawk,31,2016
SCHOOL DISTRICT,FULTON,Mohawk,10,2016
SCHOOL DISTRICT,FULTON,Mohawk,7,2016
SCHOOL DISTRICT,GENESEE,Finger Lakes,5,2016
SCHOOL DISTRICT,GENESEE,Finger Lakes,48,2016
SCHOOL DISTRICT,GENESEE,Finger Lakes,8,2016
SCHOOL DISTRICT,GENESEE,Finger Lakes,6,2016
SCHOOL DISTRICT,GENESEE,Finger Lakes,8,2016
SCHOOL DISTRICT,GENESEE,Finger Lakes,7,2016
SCHOOL DISTRICT,GREENE,Capital,30,2016
SCHOOL DISTRICT,GREENE,Capital,71,2016
SCHOOL DISTRICT,GREENE,Capital,26,2016
SCHOOL DISTRICT,HAMILTON,North Country,0,2016
SCHOOL DISTRICT,HAMILTON,North Country,0,2016
SCHOOL DISTRICT,HAMILTON,North Country,0,2016
SCHOOL DISTRICT,HAMILTON,North Country,0,2016
SCHOOL DISTRICT,HAMILTON,North Country,0,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,12,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,5,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,12,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,6,2016
SCHOOL DISTRICT,HERKIMER,Mohawk,11,2016
SCHOOL DISTRICT,JEFFERSON,North Country,23,2016
SCHOOL DISTRICT,JEFFERSON,North Country,20,2016
SCHOOL DISTRICT,JEFFERSON,North Country,82,2016
SCHOOL DISTRICT,JEFFERSON,North Country,29,2016
SCHOOL DISTRICT,JEFFERSON,North Country,7,2016
SCHOOL DISTRICT,JEFFERSON,North Country,0,2016
SCHOOL DISTRICT,JEFFERSON,North Country,0,2016
SCHOOL DISTRICT,JEFFERSON,North Country,9,2016
SCHOOL DISTRICT,JEFFERSON,North Country,54,2016
SCHOOL DISTRICT,LEWIS,North Country,9,2016
SCHOOL DISTRICT,LEWIS,North Country,23,2016
SCHOOL DISTRICT,LEWIS,North Country,6,2016
SCHOOL DISTRICT,LEWIS,North Country,26,2016
SCHOOL DISTRICT,LEWIS,North Country,50,2016
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,29,2016
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,31,2016
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,22,2016
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,51,2016
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,19,2016
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,7,2016
SCHOOL DISTRICT,MADISON,Central,0,2016
SCHOOL DISTRICT,MADISON,Central,28,2016
SCHOOL DISTRICT,MADISON,Central,20,2016
SCHOOL DISTRICT,MADISON,Central,0,2016
SCHOOL DISTRICT,MADISON,Central,37,2016
SCHOOL DISTRICT,MADISON,Central,13,2016
SCHOOL DISTRICT,MADISON,Central,27,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,24,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,113,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,145,2016
CHARTER SCHOOL,MONROE,Finger Lakes,20,2016
CHARTER SCHOOL,MONROE,Finger Lakes,10,2016
CHARTER SCHOOL,MONROE,Finger Lakes,0,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,116,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,27,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,26,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,35,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,64,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,19,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,12,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,5,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,12,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,43,2016
SCHOOL DISTRICT,MONROE,Finger Lakes,2459,2016
CHARTER SCHOOL,MONROE,Finger Lakes,15,2016
